ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oú priorytetowa <Kod>;Dzia≥anie <Kod>;Poddzia≥anie <Kod>;WartoúÊ ogÛ≥em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;MiejscowoúÊ;WojewÛdztwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p≥atnoúÊ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoÒczony (Wniosek o p≥atnoúÊ koÒcowπ);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-305;33;Projekt;Finansowanie kosztÛw zatrudnienia pracownikÛw Generalnej Dyrekcji Ochrony årodowiska oraz Regionalnych Dyrekcji Ochrony årodowiska w 2011 roku;POPT.01.01.00-00-217/11-00;Program Operacyjny Pomoc techniczna;POPT.01.00.00;POPT.01.01.00;;21,000,000.00;7,822,000.00;6,648,700.00;6,648,700.00;Generalna Dyrekcja Ochrony årodowiska, Biuro Dyrektora Generalnego, organ administracji rzπdowej zajmujπcy siÍ zagadnieniami obszarÛw Natura 2000 oraz ocen oddzia≥ywania na úrodowisko;7010151052;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/02/15;2011/02/18
33-306;33;Projekt;Finansowanie kosztÛw zatrudnienia pracownikÛw urzÍdÛw kontroli skarbowej zajmujπcych siÍ audytem i kontrolπ funduszy strukturalnych w 2011 roku;POPT.01.01.00-00-226/11-00;Program Operacyjny Pomoc techniczna;POPT.01.00.00;POPT.01.01.00;;23,074,000.00;23,074,000.00;19,612,900.00;19,612,900.00;Ministerstwo FinansÛw, Departament Ochrony InteresÛw Finansowych Unii Europejskiej, Instytucja Audytowa;5260250274;00-916;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/24;2011/03/28
33-307;33;Projekt;Podnoszenie kwalifikacji pracownikÛw Instytucji Certyfikujπcej oraz Instytucji Poúredniczπcych w Certyfikacji zaangaøowanych w proces certyfikacji wydatkÛw do Komisji Europejskiej w 2011 roku;POPT.01.02.00-00-216/11-00;Program Operacyjny Pomoc techniczna;POPT.01.00.00;POPT.01.02.00;;2,735,200.00;2,735,200.00;2,324,920.00;2,324,920.00;Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikujπcej, Instytucja Certyfikujπca;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.01.02.00-00-216/11-01;Nie;2011/02/03;2011/02/09
33-308;33;Projekt;Zakup infrastruktury informatycznej dla pracownikÛw Instytucji Poúredniczπcych w Certyfikacji zaangaøowanych w proces certyfikacji wydatkÛw do Komisji Europejskiej w 2011 roku;POPT.02.02.00-00-211/11-00;Program Operacyjny Pomoc techniczna;POPT.02.00.00;POPT.02.02.00;;522,300.00;522,300.00;443,955.00;443,955.00;Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikujπcej, Instytucja Certyfikujπca;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.02.02.00-00-211/11-01;Nie;2011/01/20;2011/01/28
33-309;33;Projekt;Wsparcie funkcjonowania Instytucji Certyfikujπcej oraz Instytucji Poúredniczπcych w Certyfikacji w 2011 r.;POPT.03.01.00-00-212/11-00;Program Operacyjny Pomoc techniczna;POPT.03.00.00;POPT.03.01.00;;2,247,500.00;2,247,500.00;1,910,375.00;1,910,375.00;Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikujπcej, Instytucja Certyfikujπca;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/01/20;2011/01/28
33-310;33;Projekt;"Wsparcie funkcjonowanie sieci organÛw úrodowiskowych i instytucji zarzπdzajπcych funduszami unijnymi ""Partnerstwo: årodowisko dla Rozwoju"" oraz Generalnej Dyrekcji Ochrony årodowiska jako koordynatora dzia≥aÒ sieci";POPT.03.01.00-00-222/11-01;Program Operacyjny Pomoc techniczna;POPT.03.00.00;POPT.03.01.00;;1,313,300.00;1,313,300.00;1,116,305.00;1,116,305.00;Generalna Dyrekcja Ochrony årodowiska, Departament Informacji o årodowisku, organ administracji rzπdowej zajmujπcy siÍ zagadnieniami obszarÛw Natura 2000 oraz ocen oddzia≥ywania na úrodowisko;7010151052;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/20;2011/05/02
33-311;33;Projekt;Wsparcie systemu zarzπdzania i monitorowania indywidulanych projektÛw kluczowych;POPT.03.02.00-00-071/08-03;Program Operacyjny Pomoc techniczna;POPT.03.00.00;POPT.03.02.00;;11,707,554.04;11,689,876.24;9,936,394.80;9,936,394.80;Ministerstwo Rozwoju Regionalnego, Departament Przygotowania ProjektÛw Indywidualnych, Instytucja Strategiczna;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.03.02.00-00-071/08-09;Nie;2011/01/11;2011/01/14
33-312;33;Projekt;Kampania promocyjna i edukacyjna Funduszy Europejskich w Polsce;POPT.04.01.00-00-029/08-03;Program Operacyjny Pomoc techniczna;POPT.04.00.00;POPT.04.01.00;;44,920,597.05;44,916,116.52;38,178,699.04;38,178,699.04;Ministerstwo Rozwoju Regionalnego, Departament Informacji, Promocji i SzkoleÒ, jednostka odpowiedzialna za promocjÍ i informacjÍ NSRO/PWW;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.04.01.00-00-029/08-12;Nie;2011/01/13;2011/01/19
33-313;33;Projekt;Wsparcie Instytucji Koordynujπcej RPO w zakresie dzia≥aÒ informacyjnych w 2011 r.;POPT.04.01.00-00-218/11-00;Program Operacyjny Pomoc techniczna;POPT.04.00.00;POPT.04.01.00;;58,097.00;58,097.00;49,382.45;49,382.45;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji i Wdraøania ProgramÛw Regionalnych, Jednostka odpowiedzialna za promocjÍ i informacjÍ NSRO;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/14;2011/04/20
33-314;33;Projekt;Wymiana doúwiadczeÒ pracownikÛw Instytucji Certyfikujπcej oraz Instytucji Poúredniczπcych w Certyfikacji z innymi instytucjami zaangaøowanymi w realizacjÍ NSRO w 2011 r.;POPT.04.02.00-00-213/11-00;Program Operacyjny Pomoc techniczna;POPT.04.00.00;POPT.04.02.00;;192,000.00;192,000.00;163,200.00;163,200.00;Ministerstwo Rozwoju Regionalnego, Departament Instytucji Certyfikujπcej, Instytucja Certyfikujπca;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.04.02.00-00-213/11-01;Nie;2011/01/20;2011/01/28
33-315;33;Projekt;Wymiana doúwiadczeÒ w ramach RPO w 2011 r.;POPT.04.02.00-00-219/11-00;Program Operacyjny Pomoc techniczna;POPT.04.00.00;POPT.04.02.00;;350,000.00;350,000.00;297,500.00;297,500.00;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji i Wdraøania ProgramÛw Regionalnych, Jednostka odpowiedzialna za promocjÍ i informacjÍ NSRO;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POPT.04.02.00-00-219/11-01;Nie;2011/02/11;2011/02/18
33-316;33;Projekt;Roczny Plan Dzia≥ania Pomocy Technicznej PO RPW 2007-2013 na rok 2011 dla Instytucji Poúredniczπcej PO RPW;POPW.06.01.00-00-002/11-00;Program Operacyjny RozwÛj Polski Wschodniej;POPW.06.00.00;POPW.06.01.00;;10,746,912.10;10,746,912.10;10,746,912.10;9,134,875.28;Polska Agencja Rozwoju PrzedsiÍbiorczoúci;5262501444;00-834;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/05/19;2011/05/31
33-317;33;Projekt;Przebudowa drogi woj. nr 130 w m. Baczyna;RPLB.01.01.00-08-006/10-02;Regionalny Program Operacyjny WojewÛdztwa Lubuskiego;RPLB.01.00.00;RPLB.01.01.00;;3,516,554.40;3,512,587.25;2,985,699.16;2,985,699.16;WojewÛdztwo Lubuskie;9730590332;65-057;Zielona GÛra;Lubuskie;Powiat m. Zielona GÛra;23 Drogi regionalne/lokalne;wspÛlnota samorzπdowa - wojewÛdztwo;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);;;2011/04/05;2011/04/12
33-318;33;Projekt;Zintegrowany System Komunikacji Publicznej miasta GorzÛw Wlkp. ñ II etap;RPLB.01.01.00-08-046/09-01;Regionalny Program Operacyjny WojewÛdztwa Lubuskiego;RPLB.01.00.00;RPLB.01.01.00;;14,687,322.57;11,923,059.00;5,961,529.50;5,961,529.50;Miasto GorzÛw Wielkopolski;5990019632;66-400;GorzÛw Wielkopolski;Lubuskie;Powiat gorzowski / Powiat m. GorzÛw Wielkopolski;25 Transport miejski;wspÛlnota samorzπdowa - gmina;01 Obszar miejski;;;2011/05/10;2011/05/10
33-319;33;Projekt;Roczny Plan Realizacji Dzia≥aÒ ;RPLD.07.01.00-00-001/10-06;Regionalny Program Operacyjny WojewÛdztwa £Ûdzkiego;RPLD.07.00.00;RPLD.07.01.00;;24,114,118.00;24,114,118.00;20,497,000.00;20,497,000.00;Urzπd Marsza≥kowski w £odzi;7251708148;90-051;£Ûdü;£Ûdzkie;Powiat m. £Ûdü;85 Przygotowanie, realizacja, monitorowanie i kontrola;wojewÛdzka samorzπdowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/05;2011/05/30
33-320;33;Projekt;Wzrost konkurencyjnoúci firmy poprzez wprowadzenie innowacyjnych us≥ug zarzπdzania noúnikami informacji.;RPLU.01.02.00-06-179/10-00;Regionalny Program Operacyjny WojewÛdztwa Lubelskiego;RPLU.01.00.00;RPLU.01.02.00;;297,327.92;236,730.01;165,711.01;140,854.36;EMIKS Jacek Sa≥asiÒski;9461178976;20-234;Lublin;Lubelskie;Powiat m. Lublin;08 Inne inwestycje w przedsiÍbiorstwa;osoba fizyczna prowadzπca dzia≥alnoúÊ gospodarczπ - mikro przedsiÍbiorstwo;01 Obszar miejski;;;2011/04/18;2011/04/18
33-321;33;Projekt;Modernizacja bazy laboratoryjnej na potrzeby Pracowni Preparatyki i Jakoúci KatalizatorÛw oraz Nawozowego Laboratorium Badawczego;RPLU.02.02.00-06-002/10-00;Regionalny Program Operacyjny WojewÛdztwa Lubelskiego;RPLU.02.00.00;RPLU.02.02.00;;1,550,715.44;1,260,744.26;630,372.13;535,816.31;Instytut NawozÛw Sztucznych;7160002098;24-110;Pu≥awy;Lubelskie;Powiat pu≥awski;02 Infrastruktura B+RT (w tym wyposaøenie w sprzÍt, oprzyrzπdowanie i szybkie sieci informatyczne ≥πczπce oúrodki badawcze) oraz specjalistyczne oúrodki kompetencji technologicznych;jednostka naukowa;01 Obszar miejski;;;2011/03/28;2011/03/31
33-322;33;Projekt;Modernizacja czÍsci infrastruktury technicznej linii kolejowej nr 7 Warszawa Wschodnia - Dorohusk w obrÍbie przystanku osobowego Lublin PÛ≥nocny oraz stacji åwidnik dla sprawnego skomunikowania aglomeracji ;RPLU.05.04.00-06-002/10-00;Regionalny Program Operacyjny WojewÛdztwa Lubelskiego;RPLU.05.00.00;RPLU.05.04.00;;22,185,700.00;18,185,000.00;14,947,160.75;14,947,160.75;PKP  Polskie Linie Kolejowe S.A.;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;16 Kolej;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;01 Obszar miejski;;;2011/01/05;2011/01/19
33-323;33;Projekt;Obwodnica Podegrodzia;RPMP.04.01.01-12-163/10-03;Regionalny Program Operacyjny WojewÛdztwa Ma≥opolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;53,365,757.70;52,437,877.71;44,572,196.05;44,572,196.05;WojewÛdztwo Ma≥opolskie;6762178337;31-156; KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;23 Drogi regionalne/lokalne;wspÛlnota samorzπdowa;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);RPMP.04.01.01-12-163/10-05;Nie;2011/02/22;2011/02/25
33-324;33;Projekt;Modernizacja drogi woj. 956, 955, 967 Biertowice - £apczyca ETAP I: Modernizacja drogi wojewÛdzkiej nr 967 na odcinku Myúlenice - £apczyca;RPMP.04.01.01-12-164/10-02;Regionalny Program Operacyjny WojewÛdztwa Ma≥opolskiego;RPMP.04.00.00;RPMP.04.01.00;RPMP.04.01.01;41,407,032.13;41,407,032.13;35,195,977.31;35,195,977.31;WojewÛdztwo Ma≥opolskie;6762178337;31-156;KrakÛw;Ma≥opolskie;Powiat m. KrakÛw;23 Drogi regionalne/lokalne;wspÛlnota samorzπdowa;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);;;2011/03/31;2011/04/07
33-325;33;Projekt;Poznajemy siebie, promujemy siebie- nowoczesna kampania promocyjna obszaru LGD Puszcza KnyszyÒska;RPPD.03.01.00-20-009/10-03;Regionalny Program Operacyjny WojewÛdztwa Podlaskiego;RPPD.03.00.00;RPPD.03.01.00;;1,448,331.06;1,411,641.06;1,270,476.94;1,270,476.94;Lokalna Grupa Dzia≥ania - Puszcza KnyszyÒska;9661975973;16-030;Supraúl;Podlaskie;Powiat bia≥ostocki / Powiat sokÛlski;55 Promowanie walorÛw przyrodniczych;stowarzyszenie;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);;;2011/05/19;2011/05/19
33-326;33;Projekt;Poprawa bezpieczeÒstwa mieszkaÒcÛw poprzez modernizacjÍ bazy i doposaøenie jednostek ochotniczych straøy poøarnych;RPPK.04.04.00-18-061/09-02;Regionalny Program Operacyjny WojewÛdztwa Podkarpackiego;RPPK.04.00.00;RPPK.04.04.00;;1,085,056.94;1,055,516.94;897,189.39;897,189.39;Gmina Krosno ;6840013798;38-400;Krosno;Podkarpackie;Powiat kroúnieÒski / Powiat m. Krosno;54 Inne dzia≥ania na rzecz ochrony úrodowiska i zapobiegania zagroøeniom;wspÛlnota samorzπdowa - gmina;01 Obszar miejski;RPPK.04.04.00-18-061/09-03;Tak;2011/03/02;2011/03/03
33-327;33;Projekt;Utworzenie i dokapitalizowanie Funduszu Poøyczkowego WojewÛdztwa åwiÍtokrzyskiego Sp. z o.o.		 ;RPSW.01.03.00-26-003/10-03;Regionalny Program Operacyjny WojewÛdztwa åwiÍtokrzyskiego;RPSW.01.00.00;RPSW.01.03.00;;60,000,000.00;60,000,000.00;51,000,000.00;51,000,000.00;FUNDUSZ POØYCZKOWY WOJEW”DZTWA åWI TOKRZYSKIEGO SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;6572866241;25-311;Kielce;åwiÍtokrzyskie;Powiat m. Kielce;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - mikro przedsiÍbiorstwo;00 Nie dotyczy;;;2011/05/19;2011/05/20
33-328;33;Projekt;Poøyczki dla úwiÍtokrzyskich MMåP		 ;RPSW.01.03.00-26-007/10-01;Regionalny Program Operacyjny WojewÛdztwa åwiÍtokrzyskiego;RPSW.01.00.00;RPSW.01.03.00;;1,428,571.43;1,428,571.43;1,128,571.43;1,128,571.43;"""AGENCJA ROZWOJU REGIONALNEGO W STARACHOWICACH""";6640012038;27-200;Starachowice;åwiÍtokrzyskie;Powiat starachowicki;05 Us≥ugi w zakresie zaawansowanego wsparcia dla przedsiÍbiorstw i grup przedsiÍbiorstw;fundacja;00 Nie dotyczy;RPSW.01.03.00-26-007/10-01;Nie;2011/01/21;2011/01/26
33-329;33;Projekt;MAJONEZ KETRZYNSKI - ORYGINALNY MAZURSKI SMAK;RPWM.01.03.00-28-005/10-02;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;276,284.03;203,287.01;101,643.50;86,396.98;"""Majonezy"" SpÛ≥dzielnia Pracy Produkcyjno-Handlowa";7420000950;11-400;Ketrzyn;WarmiÒsko-mazurskie;Powiat kÍtrzyÒski;08 Inne inwestycje w przedsiÍbiorstwa;spÛ≥dzielnia - úrednie przedsiÍbiorstwo;00 Nie dotyczy;;;2011/04/04;2011/04/11
33-330;33;Projekt;Promocja idei Cittaslow na Warmii Mazurach i Powiúlu;RPWM.01.03.00-28-006/09-04;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;1,711,736.41;1,707,036.41;1,450,980.93;1,450,980.93;WojewÛdztwo WarmiÒsko-Mazurskie;7392965551;10-562;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - wojewÛdztwo;01 Obszar miejski;;;2011/05/09;2011/05/10
33-331;33;Projekt;Produkt regionalny WojewÛdztwa WarmiÒsko-Mazurskiego - cykl konkursÛw;RPWM.01.03.00-28-007/09-04;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;1,614,562.70;1,594,363.23;1,355,208.74;1,355,208.74;WojewÛdztwo WarmiÒsko-Mazurskie;7392965551;10-562;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - wojewÛdztwo;01 Obszar miejski;;;2011/05/09;2011/05/10
33-332;33;Projekt;Cittaslow - sieÊ miast Warmii, Mazur i Powiúla stawiajπcych na dobrπ jakoúÊ øycia;RPWM.01.03.00-28-009/09-04;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;1,679,111.74;1,678,225.30;1,426,491.49;1,426,491.49;WojewÛdztwo WarmiÒsko-Mazurskie ;7392965551;10-562;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - wojewÛdztwo;01 Obszar miejski;;;2011/03/22;2011/03/22
33-333;33;Projekt;"""OstrÛda 2012"" kreacja i promocja nowej marki regionu";RPWM.01.03.00-28-012/10-02;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;2,120,095.01;2,118,084.01;1,498,544.42;1,498,544.42;Gmina Miejska OstrÛda;7412090654;14-100;OstrÛda;WarmiÒsko-mazurskie;Powiat i≥awski / Powiat ostrÛdzki;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - gmina;01 Obszar miejski;;;2011/05/24;2011/05/24
33-334;33;Projekt;Pamiπtka regionu Warmii i Mazur ;RPWM.01.03.00-28-018/09-05;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;277,495.93;252,495.93;214,621.53;214,621.53;WojewÛdztwo WarmiÒsko-Mazurskie w Olsztynie ;7392965551;10-562;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - wojewÛdztwo;01 Obszar miejski;RPWM.01.03.00-28-018/09-05;Nie;2011/03/08;2011/03/16
33-335;33;Projekt;"""Giøycko 2011 - 2013 - budowa marki, promocja lokalnej gospodarki poprzez organizacjÍ oraz udzia≥ w ponadlokalnych i regionalnych wydarzeniach""";RPWM.01.03.00-28-020/10-00;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;1,765,000.04;1,760,000.04;968,000.01;968,000.01;Gmina Miejska Giøycko;8451951457;11-500;Giøycko;WarmiÒsko-mazurskie;Powiat giøycki;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - gmina;01 Obszar miejski;;;2011/04/28;2011/04/28
33-336;33;Projekt;Wzrost konkurencyjnosci Mleczarni EKO£UKTA poprzez promocje produktÛw zwiazanych z wojewÛdztwem warminsko-mazurskim;RPWM.01.03.00-28-024/10-01;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;1,885,430.00;1,556,500.00;778,250.00;661,512.50;Mleczarnia EKO£UKTA Sp. z o.o.;7412052398;14-105;£ukta;WarmiÒsko-mazurskie;Powiat ostrÛdzki;08 Inne inwestycje w przedsiÍbiorstwa;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - ma≥e przedsiÍbiorstwo;00 Nie dotyczy;RPWM.01.03.00-28-024/10-01;Nie;2011/03/04;2011/03/07
34;;Ca≥y kraj;Lietuva;;;;;;150895.2;115360.0;98056.0;98056.0;;;;;;;;;;;;;
34-1;34;Projekt;Promocja produktÛw regionalnych w ramach festiwalu w Gminie WÍgorzewo;RPWM.01.03.00-28-025/10-01;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;150,895.20;115,360.00;98,056.00;98,056.00;Towarzystwo PrzyjaciÛ≥ 1 Mazurskiej Brygady Artylerii im. Genera≥a Bema;8451656557;11-601;WÍgorzewo;;;08 Inne inwestycje w przedsiÍbiorstwa;stowarzyszenie;01 Obszar miejski;;;2011/04/26;2011/04/28
35;;Ca≥y kraj;ObwÛd Kaliningradzki;;;;;;150895.2;115360.0;98056.0;98056.0;;;;;;;;;;;;;
35-1;35;Projekt;Promocja produktÛw regionalnych w ramach festiwalu w Gminie WÍgorzewo;RPWM.01.03.00-28-025/10-01;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;150,895.20;115,360.00;98,056.00;98,056.00;Towarzystwo PrzyjaciÛ≥ 1 Mazurskiej Brygady Artylerii im. Genera≥a Bema;8451656557;11-601;WÍgorzewo;;;08 Inne inwestycje w przedsiÍbiorstwa;stowarzyszenie;01 Obszar miejski;;;2011/04/26;2011/04/28
33-337;33;Projekt;Promocja WÍdlin Mistrza Jana produkowanych przez Zak≥ady MiÍsne POTORSCY Sp.J. Jan Potorski, Jerzy Potorski z siedzibπ w Krokowie;RPWM.01.03.00-28-026/10-02;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;589,267.80;483,006.39;241,503.19;205,277.71;"Zak≥ady MiÍsne ""Potorscy"" SpÛ≥ka Jawna Jan Potorski, Jerzy Potorski";7390304408;11-320;Krokowo;WarmiÒsko-mazurskie;Powiat olsztyÒski;08 Inne inwestycje w przedsiÍbiorstwa;spÛ≥ka jawna - úrednie przedsiÍbiorstwo;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);RPWM.01.03.00-28-026/10-01;Nie;2011/04/21;2011/04/26
33-338;33;Projekt;Mazurski Festiwal GrzaÒca 2011;RPWM.01.03.00-28-032/10-01;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.01.00.00;RPWM.01.03.00;;559,653.20;533,013.20;453,061.22;453,061.22;Gmina Pisz;8491499696;12-200;Pisz;WarmiÒsko-mazurskie;Powiat piski;08 Inne inwestycje w przedsiÍbiorstwa;wspÛlnota samorzπdowa - gmina;01 Obszar miejski;RPWM.01.03.00-28-032/10-01;Nie;2011/03/02;2011/03/02
33-339;33;Projekt;Kampania promocji turystycznej Warmii i Mazur;RPWM.02.02.00-28-005/09-03;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.02.00.00;RPWM.02.02.00;;14,406,028.84;14,380,010.50;12,223,008.91;12,223,008.91;WojewÛdztwo WarmiÒsko-Mazurskie ;7392965551;10-562;Olsztyn;WarmiÒsko-mazurskie;Powiat m. Olsztyn;57 Inne wsparcie na rzecz wzmocnienia us≥ug turystycznych;wspÛlnota samorzπdowa - wojewÛdztwo;01 Obszar miejski;RPWM.02.02.00-28-005/09-05;Nie;2011/03/08;2011/03/10
33-340;33;Projekt;Termomodernizacja i modernizacja 3 budynkÛw WM;RPWM.04.01.01-28-020/10-02;Regionalny Program Operacyjny WojewÛdztwa WarmiÒsko-Mazurskiego;RPWM.04.00.00;RPWM.04.01.00;RPWM.04.01.01;730,231.14;715,047.71;607,790.55;607,790.55;WspÛlnota Mieszkaniowa ul. Bema 10A;8451664456;11-600;WÍgorzewo;WarmiÒsko-mazurskie;Powiat szczycieÒski / Powiat wÍgorzewski;78 Infrastruktura mieszkalnictwa;wspÛlnota mieszkaniowa;01 Obszar miejski;;;2011/04/21;2011/04/21
33-341;33;Projekt;Wzrost konkurencyjnoúci Convert Paper na bazie innowacyjnej technologii i nowych produktÛw;RPWP.01.02.03-30-096/09-03;Regionalny Program Operacyjny WojewÛdztwa Wielkopolskiego na lata 2007 - 2013;RPWP.01.00.00;RPWP.01.02.00;RPWP.01.02.03;7,872,636.29;6,428,500.00;3,214,250.00;3,214,250.00;Convert Paper spÛ≥ka z o.o. S.K.A.;6961808835;63-800;Czachorowo;Wielkopolskie;Powiat gostyÒski;08 Inne inwestycje w przedsiÍbiorstwa;spÛ≥ka komandytowo-akcyjna - úrednie przedsiÍbiorstwo;05 Obszary wiejskie (poza obszarami gÛrskimi, wyspami lub o niskiej i bardzo niskiej gÍstoúci zaludnienia);RPWP.01.02.03-30-096/09-01;Nie;2011/04/15;2011/04/18
